,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense
AIIXY,365375.0,0.079,164872000.0,4625000.0,4625000.0,145185000.0,11611000.0,350847000.0,169497000.0,157886000.0,914000.0,205000.0,1119000.0,140925375.0,145185000.0,478496000.0,156767000.0,56248921.0,56232980.0,2.58,2.58,145185000.0,145185000.0,0.0,145185000.0,145189000.0,145189000.0,12492000.0,157681000.0,-221000.0,914000.0,205000.0,1119000.0,151383000.0,127649000.0,279032000.0,350847000.0,629879000.0,629879000.0,46654000.0,14082000.0,32572000.0
EVKIY,-8550000.0,0.15,1791000000.0,-57000000.0,-57000000.0,-465000000.0,1841000000.0,12567000000.0,1734000000.0,-107000000.0,-89000000.0,244000000.0,117000000.0,-416550000.0,-465000000.0,15366000000.0,,932000000.0,932000000.0,-0.5,-0.5,-465000000.0,-465000000.0,0.0,-465000000.0,-452000000.0,-452000000.0,101000000.0,-351000000.0,-63000000.0,-89000000.0,244000000.0,117000000.0,-99000000.0,2799000000.0,2700000000.0,12567000000.0,15267000000.0,15267000000.0,2333000000.0,1836000000.0,497000000.0
AEXAF,-823000000.0,0.25,-1576000000.0,-746000000.0,-3292000000.0,-3441000000.0,695000000.0,7199000000.0,-2322000000.0,-3017000000.0,-208000000.0,315000000.0,187000000.0,1574000000.0,-3441000000.0,10508000000.0,-3106000000.0,110856959.0,110856959.0,-31.04,-31.04,-3441000000.0,-3441000000.0,0.0,-3441000000.0,-3439000000.0,-3439000000.0,112000000.0,-3332000000.0,-3289000000.0,-208000000.0,315000000.0,187000000.0,185000000.0,3309000000.0,3494000000.0,7199000000.0,10693000000.0,10693000000.0,404000000.0,,404000000.0
SBER.ME,-59991234283.69045,0.267222,,-224500000000.0,-224500000000.0,418400000000.0,,,,,1963500000000.0,1713600000000.0,3677100000000.0,582908765716.3096,275100000000.0,,,,,,,275100000000.0,275100000000.0,,275100000000.0,270500000000.0,413800000000.0,150900000000.0,564700000000.0,-224500000000.0,,,,,910700000000.0,,,2150000000000.0,2150000000000.0,822000000000.0,,822000000000.0
DTG.F,-3302000.0,0.254,6842000000.0,-13000000.0,-13000000.0,3775000000.0,1133000000.0,43968000000.0,6829000000.0,5696000000.0,11000000.0,369000000.0,384000000.0,3784698000.0,3775000000.0,50494000000.0,,818000000.0,818000000.0,4.62,4.62,3775000000.0,3775000000.0,0.0,3775000000.0,3971000000.0,3972000000.0,1355000000.0,5327000000.0,-13000000.0,11000000.0,369000000.0,384000000.0,5396000000.0,6526000000.0,11922000000.0,43968000000.0,55890000000.0,55890000000.0,5303000000.0,2890000000.0,2413000000.0
GS70.F,-67625000.0,0.125,9624000000.0,-541000000.0,-541000000.0,4928000000.0,2294000000.0,8565000000.0,9083000000.0,6789000000.0,-735000000.0,725000000.0,48000000.0,5401375000.0,4928000000.0,22983000000.0,6745000000.0,2055500000.0,2026000000.0,2.398,2.432,4928000000.0,4928000000.0,0.0,4928000000.0,5308000000.0,5308000000.0,756000000.0,6064000000.0,-704000000.0,-735000000.0,725000000.0,48000000.0,7345000000.0,14418000000.0,21763000000.0,8565000000.0,30328000000.0,30328000000.0,9385000000.0,,9385000000.0
SMIZF,413081.558028,0.128646,512159000.0,3211000.0,3211000.0,117733000.0,258763000.0,209528000.0,515370000.0,256607000.0,-116338000.0,107290000.0,9613000.0,114935081.558028,117733000.0,1676883000.0,,220169305.0,220169305.0,0.53,0.53,117733000.0,117733000.0,0.0,117733000.0,130108000.0,130108000.0,19209000.0,149317000.0,-5472000.0,-116338000.0,107290000.0,9613000.0,245818000.0,1467355000.0,1713173000.0,209528000.0,1922701000.0,1922701000.0,74347000.0,50797000.0,23550000.0
AHT.F,10080000.0,0.21,409000000.0,48000000.0,48000000.0,168000000.0,243000000.0,1373000000.0,457000000.0,214000000.0,-45000000.0,54000000.0,12000000.0,130080000.0,178000000.0,2032000000.0,172000000.0,54000000.0,53000000.0,3.31,3.36,178000000.0,178000000.0,,178000000.0,178000000.0,168000000.0,-8000000.0,160000000.0,6000000.0,-45000000.0,54000000.0,12000000.0,159000000.0,509000000.0,668000000.0,1523000000.0,2191000000.0,2191000000.0,365000000.0,,
W8A.F,0.0,0.343,-2582000000.0,,,-3080000000.0,2257000000.0,112009000000.0,-2582000000.0,-4839000000.0,-580000000.0,580000000.0,,-3080000000.0,-3080000000.0,146214000000.0,-6882000000.0,863200000.0,863200000.0,-3.57,-3.57,-3080000000.0,-3080000000.0,,-3080000000.0,-3528000000.0,-3528000000.0,-1858000000.0,-5419000000.0,,-580000000.0,580000000.0,,-7133000000.0,34205000000.0,27072000000.0,112009000000.0,139081000000.0,139081000000.0,34205000000.0,,
DWNI.F,-2146000.0,0.29,-2937100000.0,-7400000.0,-7400000.0,-2364100000.0,305000000.0,683100000.0,-2944500000.0,-3249500000.0,-148700000.0,169800000.0,27900000.0,-2358846000.0,-2697600000.0,589400000.0,,396934985.0,396934985.0,-6.8,-6.8,-2697600000.0,-2697600000.0,0.0,-2697600000.0,-2761100000.0,-2427600000.0,-991700000.0,-3419300000.0,11000000.0,-148700000.0,169800000.0,27900000.0,474800000.0,-93700000.0,381100000.0,683100000.0,1064200000.0,1064200000.0,126300000.0,4700000.0,121600000.0
DB1.F,1415100.0,0.267,2975800000.0,5300000.0,5300000.0,1724000000.0,418400000.0,2489000000.0,2981100000.0,2562700000.0,-77700000.0,110900000.0,43000000.0,1720115100.0,1724000000.0,3559600000.0,,184589068.0,184298877.0,9.34,9.35,1724000000.0,1724000000.0,0.0,1724000000.0,1796800000.0,1796900000.0,654900000.0,2451800000.0,2000000.0,-77700000.0,110900000.0,43000000.0,2536500000.0,1070600000.0,3607100000.0,2489000000.0,6096100000.0,6096100000.0,59300000.0,28300000.0,31000000.0
1LNB.F,0.0,0.247,408400000.0,,,183600000.0,97000000.0,402500000.0,408400000.0,295700000.0,-39900000.0,51200000.0,11300000.0,183600000.0,183600000.0,1402000000.0,284400000.0,,,,,183600000.0,183600000.0,0.0,183600000.0,184000000.0,184000000.0,60500000.0,244500000.0,,-39900000.0,51200000.0,11300000.0,280600000.0,999500000.0,1280100000.0,402500000.0,1682600000.0,1682600000.0,,,
GOS.F,-350451000.0,0.207,,-1693000000.0,-1693000000.0,8516000000.0,4856000000.0,,,,6351000000.0,62164000000.0,68515000000.0,9858549000.0,8516000000.0,,,345800000.0,340800000.0,22.87,23.05,7907000000.0,7907000000.0,,8516000000.0,8516000000.0,8516000000.0,2223000000.0,10739000000.0,-1693000000.0,,,,,,,,46254000000.0,46254000000.0,16128000000.0,629000000.0,15499000000.0
GBLBY,-57325000.0,0.25,1007100000.0,-229300000.0,-229300000.0,-292500000.0,676500000.0,2963100000.0,777800000.0,101300000.0,-143400000.0,136700000.0,6500000.0,-120525000.0,-584700000.0,5778800000.0,,1509727390.0,1467171590.0,-0.407,-0.399,-584700000.0,-584700000.0,0.0,-584700000.0,-432500000.0,-140300000.0,105000000.0,-35400000.0,-229300000.0,-143400000.0,136700000.0,6500000.0,301500000.0,2815700000.0,3117200000.0,2963100000.0,6080300000.0,6080300000.0,,,
SNW2.F,-582400000.0,0.224,15204000000.0,-2600000000.0,-2600000000.0,5400000000.0,4792000000.0,11616000000.0,12604000000.0,7812000000.0,-639000000.0,659000000.0,546000000.0,7417600000.0,5400000000.0,36052000000.0,7875000000.0,2512800000.0,2503400000.0,2.15,2.155,5400000000.0,5400000000.0,,5400000000.0,5436000000.0,5436000000.0,1602000000.0,7153000000.0,-2517000000.0,-639000000.0,659000000.0,546000000.0,10392000000.0,21816000000.0,32208000000.0,14236000000.0,46444000000.0,43070000000.0,10692000000.0,,
FOO.F,-202400000.0,0.16,11223000000.0,-1265000000.0,-1265000000.0,4136000000.0,3959000000.0,8541000000.0,9958000000.0,5999000000.0,,,,5198600000.0,4136000000.0,28858000000.0,5011000000.0,984000000.0,974000000.0,4.2,4.25,4136000000.0,4136000000.0,,4136000000.0,4136000000.0,4136000000.0,814000000.0,4950000000.0,-1454000000.0,,,,5999000000.0,20317000000.0,26316000000.0,8541000000.0,34857000000.0,34857000000.0,15411000000.0,12877000000.0,2534000000.0
BTQ.F,-134330000.0,0.19,8181000000.0,-707000000.0,-707000000.0,1905000000.0,4818000000.0,5513000000.0,7474000000.0,2656000000.0,-851000000.0,927000000.0,63000000.0,2477670000.0,1905000000.0,17335000000.0,2619000000.0,10057000000.0,9803000000.0,0.189,0.194,1905000000.0,1905000000.0,0.0,1905000000.0,1905000000.0,1905000000.0,-176000000.0,1729000000.0,-727000000.0,-851000000.0,927000000.0,63000000.0,3346000000.0,11822000000.0,15168000000.0,5513000000.0,20681000000.0,20681000000.0,952000000.0,952000000.0,
PPRUF,-47950000.0,0.274,6522000000.0,-105000000.0,-175000000.0,2983000000.0,1823000000.0,4639000000.0,6417000000.0,4594000000.0,-275000000.0,361000000.0,102000000.0,3180050000.0,2983000000.0,14820000000.0,4746000000.0,122404596.0,122354389.0,24.37,24.38,2983000000.0,2983000000.0,0.0,2983000000.0,3074000000.0,3074000000.0,1163000000.0,4233000000.0,-104000000.0,-275000000.0,361000000.0,102000000.0,4746000000.0,10181000000.0,14927000000.0,4639000000.0,19566000000.0,19566000000.0,,,
KIGRY,4613600.0,0.316,1802800000.0,14600000.0,14600000.0,305800000.0,1053000000.0,8652500000.0,1817400000.0,764400000.0,-186200000.0,304600000.0,118400000.0,295813600.0,305800000.0,10783600000.0,,524400000.0,524400000.0,0.5825,0.5825,305800000.0,305800000.0,0.0,305800000.0,314400000.0,314400000.0,145400000.0,459800000.0,-700000.0,-186200000.0,304600000.0,118400000.0,650100000.0,2131100000.0,2781200000.0,8652500000.0,11433700000.0,11433700000.0,1904200000.0,1143300000.0,760900000.0
2UA.F,3820000.0,0.2,291400000.0,19100000.0,19100000.0,233900000.0,14100000.0,,310500000.0,296400000.0,-3100000.0,2800000.0,200000.0,218620000.0,233900000.0,225100000.0,277600000.0,944144242.0,935138578.0,0.2477,0.2501,233900000.0,233900000.0,0.0,233900000.0,233900000.0,233900000.0,59700000.0,293600000.0,19100000.0,-3100000.0,2800000.0,200000.0,275100000.0,225100000.0,,,500200000.0,500200000.0,,,
AAF.L,-2000000.0,0.4,1165000000.0,-5000000.0,-5000000.0,-165000000.0,788000000.0,1484000000.0,1160000000.0,372000000.0,-444000000.0,435000000.0,38000000.0,-162000000.0,-165000000.0,3334000000.0,1640000000.0,3750641207.0,3750641207.0,-0.044,-0.044,-165000000.0,-165000000.0,0.0,-165000000.0,-89000000.0,-89000000.0,26000000.0,-63000000.0,-5000000.0,-444000000.0,435000000.0,38000000.0,1645000000.0,1850000000.0,3495000000.0,1484000000.0,4979000000.0,4979000000.0,576000000.0,576000000.0,
TRNFP.ME,-912790593.245839,0.21149,420892000000.0,-4316000000.0,-4316000000.0,296508000000.0,,643944000000.0,416576000000.0,416576000000.0,21834000000.0,27749000000.0,49583000000.0,299911209406.75415,296508000000.0,1019947000000.0,310780000000.0,724934300.0,724934300.0,409.013617,409.013617,296508000000.0,296508000000.0,0.0,296508000000.0,306594000000.0,306594000000.0,82233000000.0,388827000000.0,,21834000000.0,27749000000.0,49583000000.0,310952000000.0,376003000000.0,686955000000.0,643944000000.0,1330899000000.0,1330899000000.0,,,
IMDZF,8615475.0,0.275,535971000.0,31329000.0,31329000.0,292271000.0,114223000.0,3320073000.0,567300000.0,453077000.0,-48246000.0,50002000.0,3798000.0,269557475.0,292271000.0,4014119000.0,428523000.0,56918191.0,56918191.0,5.13,5.13,292271000.0,292271000.0,0.0,292271000.0,292224000.0,292224000.0,110851000.0,403075000.0,31329000.0,-48246000.0,50002000.0,3798000.0,428523000.0,694046000.0,1122569000.0,3320073000.0,4442642000.0,4442642000.0,152712000.0,125170000.0,27542000.0
PSMA.F,-7360000.0,0.184,191000000.0,-38000000.0,-40000000.0,-124000000.0,227000000.0,2812000000.0,153000000.0,-74000000.0,-67000000.0,90000000.0,28000000.0,-89360000.0,-124000000.0,3935000000.0,-87000000.0,908293604.0,906005972.0,-0.1375,-0.1375,-124000000.0,-124000000.0,0.0,-124000000.0,-134000000.0,-134000000.0,-30000000.0,-164000000.0,-4000000.0,-67000000.0,90000000.0,28000000.0,-82000000.0,1123000000.0,1041000000.0,2812000000.0,3853000000.0,3853000000.0,635000000.0,495000000.0,140000000.0
ASHTF,-154044740.459825,0.242285,5521500000.0,-635800000.0,-635800000.0,1598400000.0,2238600000.0,1205800000.0,4885700000.0,2647100000.0,-544500000.0,537600000.0,1800000.0,2080155259.540175,1598400000.0,7568900000.0,2654000000.0,439500000.0,437000000.0,3.637,3.658,1598400000.0,1598400000.0,0.0,1598400000.0,1598400000.0,1598400000.0,511100000.0,2109500000.0,-635800000.0,-544500000.0,537600000.0,1800000.0,3289800000.0,6363100000.0,9652900000.0,1205800000.0,10858700000.0,10858700000.0,,,
FNL.F,-5517900.0,0.3,715419000.0,-18393000.0,-18393000.0,233909000.0,498469000.0,2201848000.0,697026000.0,198557000.0,-38223000.0,84539000.0,50071000.0,246784100.0,233909000.0,2536501000.0,,736894000.0,736894000.0,0.317,0.317,233909000.0,233909000.0,0.0,233909000.0,288300000.0,288300000.0,-174282000.0,114018000.0,-26125000.0,-38223000.0,84539000.0,50071000.0,168585000.0,334653000.0,503238000.0,2201848000.0,2705086000.0,2705086000.0,170800000.0,34023000.0,136777000.0
HL.L,,,,,,,,,,,,,,,,,,474851593.0,474165337.0,0.682,0.683,,,,,,,,,,,,,,,,,,,,,
4F10.F,-662175.283286,0.26111,386053000.0,-2536000.0,-2536000.0,113827000.0,157276000.0,938927000.0,383517000.0,225697000.0,-73547000.0,67553000.0,,115700824.716714,113827000.0,1841831000.0,236056000.0,,,,,113827000.0,113827000.0,0.0,113827000.0,116851000.0,116851000.0,41293000.0,158144000.0,-2879000.0,-73547000.0,67553000.0,,241665000.0,902904000.0,1144569000.0,938927000.0,2083496000.0,2083496000.0,205551000.0,127416000.0,78135000.0
ZAL.F,-870000.0,0.15,578300000.0,-5800000.0,-5800000.0,83000000.0,334000000.0,6212700000.0,572500000.0,238500000.0,-39100000.0,85600000.0,46500000.0,87930000.0,83000000.0,9952200000.0,,,,,,83000000.0,83000000.0,0.0,83000000.0,83000000.0,83000000.0,69900000.0,152900000.0,,-39100000.0,85600000.0,46500000.0,190900000.0,3739500000.0,3930400000.0,6212700000.0,10143100000.0,10143100000.0,1243300000.0,752500000.0,490800000.0
CPG.L,-104733747.434349,0.300143,3667598003.928698,-348946450.140921,-348946450.140921,1603201522.675419,669830773.172606,25532875391.95471,3318651553.787777,2366979417.039812,-175693317.553471,235477849.220971,52463976.769439,1847414225.381991,1603201522.675419,35292395163.5534,2307194885.372311,1745000000.0,1743000000.0,0.91873,0.91995,1603201522.675419,1603201522.675419,0.0,1603201522.675419,1608081892.60746,1608081892.60746,523419675.211381,2131501567.818841,-301362843.303522,-175693317.553471,235477849.220971,52463976.769439,2564634399.287466,9759519771.598686,12324154170.886152,25532875391.95471,37857029562.840866,37857029562.840866,9760739.864082,,9760739.864082
PRU.F,-4039103.481164,0.183596,,-22000000.0,-22000000.0,1701000000.0,,,,2269000000.0,-172000000.0,172000000.0,4433000000.0,1718960896.518836,1701000000.0,9873000000.0,,2747000000.0,2741000000.0,0.619,0.621,1701000000.0,1701000000.0,,1701000000.0,1712000000.0,1712000000.0,385000000.0,2097000000.0,-22000000.0,-172000000.0,172000000.0,,,,,,11970000000.0,11970000000.0,,,
BA,10080000.0,0.21,2267000000.0,48000000.0,48000000.0,-2222000000.0,1861000000.0,70070000000.0,2315000000.0,454000000.0,-2459000000.0,2459000000.0,,-2259920000.0,-2222000000.0,78615000000.0,-773000000.0,605800000.0,605800000.0,-3.67,-3.67,-2222000000.0,-2222000000.0,,-2222000000.0,-2242000000.0,-2242000000.0,237000000.0,-2005000000.0,2000000.0,-2459000000.0,2459000000.0,,-821000000.0,8545000000.0,7724000000.0,70070000000.0,77794000000.0,77794000000.0,5168000000.0,,5168000000.0
GLPG,4063000.0,0.25,34785000.0,16252000.0,16252000.0,-3988000.0,43642000.0,,51037000.0,7395000.0,77636000.0,1770000.0,79608000.0,-16177000.0,211697000.0,327987000.0,-88263000.0,65884000.0,65884000.0,3.21,3.21,211697000.0,211697000.0,,211697000.0,211697000.0,-3988000.0,9613000.0,5625000.0,,77636000.0,1770000.0,79608000.0,-88263000.0,327987000.0,,,239724000.0,239724000.0,94252000.0,1776000.0,92476000.0
BESIY,-1039731.0,0.147,252158000.0,-7073000.0,-7073000.0,177084000.0,25732000.0,203074000.0,245085000.0,219353000.0,596000.0,11664000.0,12260000.0,183117269.0,177084000.0,365470000.0,213392000.0,82800279.0,77508722.0,2.23,2.28,177084000.0,177084000.0,0.0,177084000.0,177084000.0,177084000.0,30605000.0,207689000.0,,596000.0,11664000.0,12260000.0,213392000.0,162396000.0,375788000.0,203074000.0,578862000.0,578862000.0,105956000.0,,105956000.0
LYG,-177390000.0,0.27,,-657000000.0,-657000000.0,5460000000.0,2905000000.0,,,,13298000000.0,14753000000.0,28051000000.0,5939610000.0,5460000000.0,,,16440000000.0,16238250000.0,0.3,0.304,4933000000.0,4933000000.0,527000000.0,5460000000.0,5518000000.0,5518000000.0,1985000000.0,7503000000.0,-570000000.0,,,,,10812000000.0,,,19215000000.0,19215000000.0,,,
NEMKY,83952.0,0.198,265611000.0,424000.0,424000.0,161256000.0,58216000.0,360667000.0,266035000.0,207819000.0,4805000.0,3277000.0,3421000.0,160915952.0,161256000.0,650569000.0,199498000.0,577500000.0,577500000.0,0.28,0.28,161256000.0,161256000.0,0.0,161256000.0,163980000.0,163980000.0,40562000.0,204542000.0,424000.0,4805000.0,3277000.0,3421000.0,200994000.0,289902000.0,490896000.0,360667000.0,851563000.0,851563000.0,69918000.0,30614000.0,39304000.0
BGAOF,-666600.0,0.2222,1749000000.0,-3000000.0,-3000000.0,357000000.0,1185000000.0,2198000000.0,1746000000.0,561000000.0,-103000000.0,100000000.0,7000000.0,359333400.0,357000000.0,5398000000.0,601000000.0,322442197.0,322442197.0,1.11,1.11,357000000.0,357000000.0,0.0,357000000.0,357000000.0,357000000.0,104000000.0,461000000.0,6000000.0,-103000000.0,100000000.0,7000000.0,595000000.0,3200000000.0,3795000000.0,2198000000.0,5993000000.0,5993000000.0,289000000.0,105000000.0,184000000.0
VNAA.F,65669700.0,0.281,-8138600000.0,233700000.0,233700000.0,-6137000000.0,464700000.0,2756900000.0,-7904900000.0,-8369600000.0,-649400000.0,815600000.0,167200000.0,-6305030300.0,-6285100000.0,4179300000.0,,1647520570.0,1647520570.0,-3.817107,-3.817107,-6285100000.0,-6285100000.0,0.0,-6285100000.0,-6756200000.0,-6608100000.0,-2577100000.0,-9185200000.0,43200000.0,-649400000.0,815600000.0,167200000.0,1049200000.0,1422400000.0,2471600000.0,2756900000.0,5228500000.0,5228500000.0,189200000.0,34700000.0,154500000.0
GS-PK,-350451000.0,0.207,,-1693000000.0,-1693000000.0,8516000000.0,4856000000.0,,,,6351000000.0,62164000000.0,68515000000.0,9858549000.0,8516000000.0,,,,,,,7907000000.0,7907000000.0,,8516000000.0,8516000000.0,8516000000.0,2223000000.0,10739000000.0,-1693000000.0,,,,,,,,46254000000.0,46254000000.0,16128000000.0,629000000.0,15499000000.0
KNBHF,-9550400.0,0.254,1246083000.0,-37600000.0,-37600000.0,552529000.0,342525000.0,3909510000.0,1208483000.0,865958000.0,-79678000.0,93133000.0,30772000.0,580578600.0,552529000.0,7028847000.0,,161200000.0,161200000.0,3.43,3.43,552529000.0,552529000.0,0.0,552529000.0,576204000.0,576204000.0,196621000.0,772825000.0,-43360000.0,-79678000.0,93133000.0,30772000.0,896766000.0,3119337000.0,4016103000.0,3909510000.0,7925613000.0,7925613000.0,125779000.0,,125779000.0
FREA.F,0.0,0.15,2727000000.0,,,1344000000.0,1478000000.0,17241000000.0,2727000000.0,1249000000.0,-416000000.0,534000000.0,118000000.0,1344000000.0,-594000000.0,21156000000.0,1143000000.0,2252949108.0,2252949108.0,-0.2625,-0.2625,-594000000.0,-594000000.0,0.0,-594000000.0,-1700000000.0,238000000.0,477000000.0,715000000.0,,-416000000.0,534000000.0,118000000.0,1143000000.0,3915000000.0,5058000000.0,17241000000.0,22299000000.0,22299000000.0,3155000000.0,750000000.0,2405000000.0
TOTA.F,931922064.864554,0.382092,48343000000.0,2439000000.0,2439000000.0,21384000000.0,13818000000.0,156572000000.0,50782000000.0,36964000000.0,-84000000.0,2153000000.0,1801000000.0,19876922064.864555,21384000000.0,188088000000.0,,2433767578.0,2417361304.0,8.67,8.72,21384000000.0,21384000000.0,,21384000000.0,21510000000.0,21510000000.0,13301000000.0,34811000000.0,3059000000.0,-84000000.0,2153000000.0,1801000000.0,30857000000.0,31516000000.0,62373000000.0,156572000000.0,218945000000.0,237128000000.0,,,
PMOIF,-43320000.0,0.19,2489000000.0,-203000000.0,-228000000.0,32000000.0,1430000000.0,2357000000.0,2286000000.0,856000000.0,-336000000.0,259000000.0,27000000.0,241680000.0,32000000.0,2506000000.0,913000000.0,806000000.0,804000000.0,0.04,0.04,32000000.0,32000000.0,0.0,32000000.0,32000000.0,32000000.0,565000000.0,597000000.0,-296000000.0,-336000000.0,259000000.0,27000000.0,1209000000.0,149000000.0,1358000000.0,2357000000.0,3715000000.0,3715000000.0,114000000.0,,114000000.0
RSH.F,-8145000.0,0.181,1169000000.0,0.0,-45000000.0,624000000.0,325000000.0,20148000000.0,1169000000.0,844000000.0,-65000000.0,82000000.0,21000000.0,705855000.0,624000000.0,24550000000.0,831000000.0,179500000.0,178400000.0,3.43,3.45,616000000.0,616000000.0,0.0,624000000.0,624000000.0,624000000.0,138000000.0,762000000.0,-45000000.0,-65000000.0,82000000.0,21000000.0,876000000.0,4402000000.0,5278000000.0,20148000000.0,25426000000.0,25426000000.0,4355000000.0,2841000000.0,1514000000.0
6CMB.F,0.0,0.272,388400000.0,0.0,0.0,171000000.0,126200000.0,964500000.0,388400000.0,262200000.0,-11200000.0,25900000.0,14800000.0,171000000.0,171000000.0,1447000000.0,247500000.0,,,,,171000000.0,171000000.0,0.0,171000000.0,172100000.0,172100000.0,64200000.0,236300000.0,0.0,-11200000.0,25900000.0,14800000.0,247500000.0,482500000.0,730000000.0,964500000.0,1694500000.0,1694500000.0,482500000.0,77200000.0,405300000.0
ELEZF,-1019160000.0,0.285,6900000000.0,-3576000000.0,-3576000000.0,742000000.0,1768000000.0,16643000000.0,3324000000.0,1556000000.0,-491000000.0,491000000.0,,3298840000.0,742000000.0,19969000000.0,1645000000.0,1058471772.0,1058471772.0,0.7,0.7,742000000.0,742000000.0,0.0,742000000.0,762000000.0,762000000.0,303000000.0,1065000000.0,-425000000.0,-491000000.0,491000000.0,,5095000000.0,3326000000.0,8421000000.0,16643000000.0,25064000000.0,25064000000.0,341000000.0,,341000000.0
DEO,109906559.174277,0.258567,7894504496.550332,425059596.63484,425059596.63484,4709710782.891667,1344550534.162431,8701739338.824211,8319564093.185172,6975013559.022741,-760566577.954921,1001475726.196032,211899146.096893,4394557745.431104,4709710782.891667,15742340728.781706,5842362170.957204,567750000.0,566000000.0,8.294338,8.319564,4709710782.891667,4709710782.891667,0.0,4709710782.891667,4750072525.005361,4750072525.005361,1223465307.821349,5973537832.826709,423798292.193787,-760566577.954921,1001475726.196032,211899146.096893,5842362170.957204,7040601389.957494,12882963560.914698,8701739338.824211,21584702899.73891,21584702899.73891,3848239849.652511,3848239849.652511,
NEXNY,-12020700.0,0.2357,563000000.0,-51000000.0,-51000000.0,221000000.0,156000000.0,6795000000.0,512000000.0,356000000.0,-71000000.0,64000000.0,,259979300.0,221000000.0,7371000000.0,374000000.0,89918998.0,87202434.0,2.46,2.54,221000000.0,221000000.0,0.0,221000000.0,223000000.0,223000000.0,68000000.0,292000000.0,-37000000.0,-71000000.0,64000000.0,,419000000.0,576000000.0,995000000.0,6795000000.0,7790000000.0,7790000000.0,474000000.0,,474000000.0
VALN,1399500.0,0.25,-63318000.0,5598000.0,5598000.0,-101429000.0,17584000.0,100875000.0,-57720000.0,-75304000.0,-22115000.0,23325000.0,1210000.0,-105627500.0,-101429000.0,235824000.0,-82087000.0,69471918.0,69471918.0,-1.46,-1.46,-101429000.0,-101429000.0,,-101429000.0,-101429000.0,-101429000.0,2800000.0,-98629000.0,24000.0,-22115000.0,23325000.0,1210000.0,-82112000.0,134949000.0,52837000.0,100875000.0,153712000.0,153712000.0,96551000.0,48752000.0,47799000.0
PRX.AS,1037312000.0,0.256,3322000000.0,4426000000.0,4052000000.0,6876000000.0,170000000.0,3245000000.0,7748000000.0,7578000000.0,326000000.0,557000000.0,912000000.0,4235312000.0,6606000000.0,5633000000.0,-546000000.0,,,,,6606000000.0,6606000000.0,0.0,6606000000.0,6590000000.0,6860000000.0,161000000.0,7021000000.0,3943000000.0,326000000.0,557000000.0,912000000.0,-166000000.0,2388000000.0,2222000000.0,3245000000.0,5467000000.0,5467000000.0,2388000000.0,,2388000000.0
FNA.F,-4800928.5,0.2885,514744000.0,-14005000.0,-16641000.0,154600000.0,250290000.0,1651700000.0,500739000.0,250449000.0,-23884000.0,30749000.0,6365000.0,169076071.5,154600000.0,2364590000.0,,237801196.0,237801196.0,0.65,0.65,154600000.0,154600000.0,0.0,154600000.0,156300000.0,156300000.0,63400000.0,219700000.0,-16641000.0,-23884000.0,30749000.0,6365000.0,262710000.0,712890000.0,975600000.0,1651700000.0,2627300000.0,2627300000.0,119300000.0,119300000.0,
POYYF,-7846975.088968,0.373665,1287000000.0,-21000000.0,-21000000.0,528000000.0,261000000.0,1459000000.0,1266000000.0,1005000000.0,-135000000.0,162000000.0,27000000.0,541153024.911032,528000000.0,1850000000.0,1047000000.0,473645141.0,473645141.0,1.11,1.11,528000000.0,528000000.0,0.0,528000000.0,528000000.0,528000000.0,315000000.0,843000000.0,-13000000.0,-135000000.0,162000000.0,27000000.0,1175000000.0,391000000.0,1566000000.0,1459000000.0,3025000000.0,3025000000.0,41000000.0,,41000000.0
FG1.F,88413600.0,0.374,3061800000.0,236400000.0,236400000.0,835100000.0,1211300000.0,3666400000.0,3298200000.0,2086900000.0,-78300000.0,121400000.0,43100000.0,687113600.0,835100000.0,4516000000.0,1782800000.0,,,,,835100000.0,835100000.0,0.0,835100000.0,1299400000.0,1299400000.0,666100000.0,1965500000.0,-25700000.0,-78300000.0,121400000.0,43100000.0,1808500000.0,849600000.0,2658100000.0,3666400000.0,6324500000.0,6324500000.0,618500000.0,,618500000.0
